tunnel_num s t weight
163 0 1 100
throttle 0 1 0.173691811522
411 0 2 100
throttle 0 2 0.173691811522
672 0 3 100
throttle 0 3 0.173691811522
87 0 4 100
throttle 0 4 0.173691811522
342 0 5 100
throttle 0 5 0.173691811522
598 0 6 100
throttle 0 6 0.173691811522
21 0 7 100
throttle 0 7 0.173691811522
353 0 8 100
throttle 0 8 0.173691811522
606 0 9 100
throttle 0 9 0.173691811522
32 0 10 100
throttle 0 10 0.173691811522
289 0 11 100
throttle 0 11 0.173691811522
534 0 12 100
throttle 0 12 0.173691811522
780 0 13 100
throttle 0 13 0.173691811522
214 0 14 100
throttle 0 14 0.173691811522
466 0 15 100
throttle 0 15 0.173691811522
657 0 16 100
throttle 0 16 0.173691811522
350 1 0 100
throttle 1 0 0.173691811522
681 1 2 100
throttle 1 2 0.173691811522
419 1 3 100
throttle 1 3 0.173691811522
532 1 4 100
throttle 1 4 0.173691811522
285 1 5 100
throttle 1 5 0.173691811522
27 1 6 100
throttle 1 6 0.173691811522
604 1 7 100
throttle 1 7 0.173691811522
789 1 8 100
throttle 1 8 0.173691811522
543 1 9 100
throttle 1 9 0.173691811522
294 1 10 100
throttle 1 10 0.173691811522
39 1 11 100
throttle 1 11 0.173691811522
168 1 12 100
throttle 1 12 0.173691811522
732 1 13 100
throttle 1 13 0.173691811522
471 1 14 100
throttle 1 14 0.173691811522
223 1 15 100
throttle 1 15 0.173691811522
273 1 16 100
throttle 1 16 0.173691811522
786 2 0 100
throttle 2 0 0.173691811522
219 2 1 100
throttle 2 1 0.173691811522
540 2 3 100
throttle 2 3 0.173691811522
615 2 4 100
throttle 2 4 0.173691811522
37 2 5 100
throttle 2 5 0.173691811522
102 2 6 100
throttle 2 6 0.173691811522
360 2 7 100
throttle 2 7 0.173691811522
429 2 8 100
throttle 2 8 0.173691811522
690 2 9 100
throttle 2 9 0.173691811522
744 2 10 100
throttle 2 10 0.173691811522
181 2 11 100
throttle 2 11 0.173691811522
231 2 12 100
throttle 2 12 0.173691811522
480 2 13 100
throttle 2 13 0.173691811522
552 2 14 100
throttle 2 14 0.173691811522
803 2 15 100
throttle 2 15 0.173691811522
726 2 16 100
throttle 2 16 0.173691811522
426 3 0 100
throttle 3 0 0.173691811522
178 3 1 100
throttle 3 1 0.173691811522
99 3 2 100
throttle 3 2 0.173691811522
612 3 4 100
throttle 3 4 0.173691811522
359 3 5 100
throttle 3 5 0.173691811522
292 3 6 100
throttle 3 6 0.173691811522
33 3 7 100
throttle 3 7 0.173691811522
783 3 8 100
throttle 3 8 0.173691811522
537 3 9 100
throttle 3 9 0.173691811522
468 3 10 100
throttle 3 10 0.173691811522
218 3 11 100
throttle 3 11 0.173691811522
165 3 12 100
throttle 3 12 0.173691811522
729 3 13 100
throttle 3 13 0.173691811522
678 3 14 100
throttle 3 14 0.173691811522
415 3 15 100
throttle 3 15 0.173691811522
489 3 16 100
throttle 3 16 0.173691811522
48 4 0 100
throttle 4 0 0.173691811522
301 4 1 100
throttle 4 1 0.173691811522
550 4 2 100
throttle 4 2 0.173691811522
795 4 3 100
throttle 4 3 0.173691811522
115 4 5 100
throttle 4 5 0.173691811522
372 4 6 100
throttle 4 6 0.173691811522
628 4 7 100
throttle 4 7 0.173691811522
423 4 8 100
throttle 4 8 0.173691811522
688 4 9 100
throttle 4 9 0.173691811522
97 4 10 100
throttle 4 10 0.173691811522
356 4 11 100
throttle 4 11 0.173691811522
229 4 12 100
throttle 4 12 0.173691811522
479 4 13 100
throttle 4 13 0.173691811522
741 4 14 100
throttle 4 14 0.173691811522
175 4 15 100
throttle 4 15 0.173691811522
127 4 16 100
throttle 4 16 0.173691811522
487 5 0 100
throttle 5 0 0.173691811522
243 5 1 100
throttle 5 1 0.173691811522
808 5 2 100
throttle 5 2 0.173691811522
561 5 3 100
throttle 5 3 0.173691811522
313 5 4 100
throttle 5 4 0.173691811522
639 5 6 100
throttle 5 6 0.173691811522
385 5 7 100
throttle 5 7 0.173691811522
47 5 8 100
throttle 5 8 0.173691811522
624 5 9 100
throttle 5 9 0.173691811522
369 5 10 100
throttle 5 10 0.173691811522
112 5 11 100
throttle 5 11 0.173691811522
701 5 12 100
throttle 5 12 0.173691811522
439 5 13 100
throttle 5 13 0.173691811522
183 5 14 100
throttle 5 14 0.173691811522
750 5 15 100
throttle 5 15 0.173691811522
576 5 16 100
throttle 5 16 0.173691811522
125 6 0 100
throttle 6 0 0.173691811522
381 6 1 100
throttle 6 1 0.173691811522
445 6 2 100
throttle 6 2 0.173691811522
707 6 3 100
throttle 6 3 0.173691811522
309 6 4 100
throttle 6 4 0.173691811522
558 6 5 100
throttle 6 5 0.173691811522
62 6 7 100
throttle 6 7 0.173691811522
573 6 8 100
throttle 6 8 0.173691811522
3 6 9 100
throttle 6 9 0.173691811522
72 6 10 100
throttle 6 10 0.173691811522
325 6 11 100
throttle 6 11 0.173691811522
756 6 12 100
throttle 6 12 0.173691811522
189 6 13 100
throttle 6 13 0.173691811522
253 6 14 100
throttle 6 14 0.173691811522
500 6 15 100
throttle 6 15 0.173691811522
198 6 16 100
throttle 6 16 0.173691811522
570 7 0 100
throttle 7 0 0.173691811522
322 7 1 100
throttle 7 1 0.173691811522
249 7 2 100
throttle 7 2 0.173691811522
0 7 3 100
throttle 7 3 0.173691811522
394 7 4 100
throttle 7 4 0.173691811522
136 7 5 100
throttle 7 5 0.173691811522
70 7 6 100
throttle 7 6 0.173691811522
197 7 8 100
throttle 7 8 0.173691811522
