tunnel_num s t weight
343 0 5 100
603 1 7 100
231 2 12 100
115 4 5 100
230 4 12 100
479 4 13 100
742 4 14 100
174 4 15 100
486 5 0 100
562 5 3 100
384 5 7 100
47 5 8 100
112 5 11 100
135 7 5 100
44 8 5 100
173 8 12 100
422 8 13 100
686 8 14 100
93 8 15 100
618 9 12 100
363 9 13 100
64 11 5 100
760 11 12 100
508 11 13 100
449 11 14 100
192 11 15 100
6 12 1 100
256 12 2 100
504 12 3 100
shutdown 12 4
327 12 7 100
206 12 8 100
456 12 9 100
142 12 11 100
270 12 13 100
19 13 4 100
668 13 8 100
408 13 9 100
721 13 11 100
462 13 12 100
392 14 8 100
767 14 11 100
90 15 4 100
609 15 8 100
