tunnel_num s t weight
162 0 1 100
throttle 0 1 0.205507220946
412 0 2 100
throttle 0 2 0.205507220946
672 0 3 100
throttle 0 3 0.205507220946
88 0 4 100
throttle 0 4 0.205507220946
343 0 5 100
throttle 0 5 0.205507220946
597 0 6 100
throttle 0 6 0.205507220946
21 0 7 100
throttle 0 7 0.205507220946
351 0 8 100
throttle 0 8 0.205507220946
608 0 9 100
throttle 0 9 0.205507220946
30 0 10 100
throttle 0 10 0.205507220946
288 0 11 100
throttle 0 11 0.205507220946
535 0 12 100
throttle 0 12 0.205507220946
781 0 13 100
throttle 0 13 0.205507220946
213 0 14 100
throttle 0 14 0.205507220946
465 0 15 100
throttle 0 15 0.205507220946
658 0 16 100
throttle 0 16 0.205507220946
348 1 0 100
throttle 1 0 0.205507220946
682 1 2 100
throttle 1 2 0.205507220946
418 1 3 100
throttle 1 3 0.205507220946
531 1 4 100
throttle 1 4 0.205507220946
285 1 5 100
throttle 1 5 0.205507220946
27 1 6 100
throttle 1 6 0.205507220946
603 1 7 100
throttle 1 7 0.205507220946
791 1 8 100
throttle 1 8 0.205507220946
545 1 9 100
throttle 1 9 0.205507220946
296 1 10 100
throttle 1 10 0.205507220946
39 1 11 100
throttle 1 11 0.205507220946
170 1 12 100
throttle 1 12 0.205507220946
732 1 13 100
throttle 1 13 0.205507220946
471 1 14 100
throttle 1 14 0.205507220946
223 1 15 100
throttle 1 15 0.205507220946
273 1 16 100
throttle 1 16 0.205507220946
788 2 0 100
throttle 2 0 0.205507220946
220 2 1 100
throttle 2 1 0.205507220946
542 2 3 100
throttle 2 3 0.205507220946
615 2 4 100
throttle 2 4 0.205507220946
36 2 5 100
throttle 2 5 0.205507220946
103 2 6 100
throttle 2 6 0.205507220946
362 2 7 100
throttle 2 7 0.205507220946
429 2 8 100
throttle 2 8 0.205507220946
690 2 9 100
throttle 2 9 0.205507220946
744 2 10 100
throttle 2 10 0.205507220946
181 2 11 100
throttle 2 11 0.205507220946
233 2 12 100
throttle 2 12 0.205507220946
480 2 13 100
throttle 2 13 0.205507220946
552 2 14 100
throttle 2 14 0.205507220946
802 2 15 100
throttle 2 15 0.205507220946
726 2 16 100
