tunnel_num s t weight
162 0 1 100
throttle 0 1 0.127431882791
411 0 2 100
throttle 0 2 0.127431882791
672 0 3 100
throttle 0 3 0.127431882791
87 0 4 100
throttle 0 4 0.127431882791
343 0 5 100
throttle 0 5 0.127431882791
597 0 6 100
throttle 0 6 0.127431882791
21 0 7 100
throttle 0 7 0.127431882791
351 0 8 100
throttle 0 8 0.127431882791
606 0 9 100
throttle 0 9 0.127431882791
32 0 10 100
throttle 0 10 0.127431882791
289 0 11 100
throttle 0 11 0.127431882791
536 0 12 100
throttle 0 12 0.127431882791
782 0 13 100
throttle 0 13 0.127431882791
214 0 14 100
throttle 0 14 0.127431882791
465 0 15 100
throttle 0 15 0.127431882791
657 0 16 100
throttle 0 16 0.127431882791
348 1 0 100
throttle 1 0 0.127431882791
682 1 2 100
throttle 1 2 0.127431882791
417 1 3 100
throttle 1 3 0.127431882791
531 1 4 100
throttle 1 4 0.127431882791
285 1 5 100
throttle 1 5 0.127431882791
28 1 6 100
throttle 1 6 0.127431882791
605 1 7 100
throttle 1 7 0.127431882791
791 1 8 100
throttle 1 8 0.127431882791
543 1 9 100
throttle 1 9 0.127431882791
296 1 10 100
throttle 1 10 0.127431882791
40 1 11 100
throttle 1 11 0.127431882791
168 1 12 100
throttle 1 12 0.127431882791
732 1 13 100
throttle 1 13 0.127431882791
471 1 14 100
throttle 1 14 0.127431882791
223 1 15 100
throttle 1 15 0.127431882791
275 1 16 100
throttle 1 16 0.127431882791
786 2 0 100
throttle 2 0 0.127431882791
220 2 1 100
throttle 2 1 0.127431882791
540 2 3 100
throttle 2 3 0.127431882791
615 2 4 100
throttle 2 4 0.127431882791
36 2 5 100
throttle 2 5 0.127431882791
102 2 6 100
throttle 2 6 0.127431882791
360 2 7 100
throttle 2 7 0.127431882791
429 2 8 100
throttle 2 8 0.127431882791
690 2 9 100
throttle 2 9 0.127431882791
745 2 10 100
throttle 2 10 0.127431882791
181 2 11 100
throttle 2 11 0.127431882791
231 2 12 100
throttle 2 12 0.127431882791
480 2 13 100
throttle 2 13 0.127431882791
554 2 14 100
throttle 2 14 0.127431882791
803 2 15 100
throttle 2 15 0.127431882791
728 2 16 100
throttle 2 16 0.127431882791
426 3 0 100
throttle 3 0 0.127431882791
177 3 1 100
throttle 3 1 0.127431882791
99 3 2 100
throttle 3 2 0.127431882791
