tunnel_num s t edges
536 13 3 13-14,14-5,5-1,1-6,6-7,7-0,0-3
537 13 3 13-12,12-11,11-8,8-4,4-2,2-3
538 13 3 13-16,16-1,1-6,6-7,7-0,0-3
539 13 3 13-14,14-15,15-6,6-4,4-2,2-3
540 12 13 12-13
541 12 13 12-11,11-10,10-16,16-13
542 12 13 12-11,11-8,8-4,4-5,5-14,14-13
543 12 13 12-11,11-8,8-4,4-2,2-9,9-16,16-13
544 12 13 12-11,11-10,10-16,16-1,1-6,6-15,15-14,14-13
545 12 13 12-11,11-8,8-4,4-6,6-1,1-5,5-14,14-13
546 1 16 1-16
547 1 16 1-6,6-4,4-2,2-9,9-16
548 1 16 1-5,5-4,4-2,2-9,9-16
549 1 16 1-5,5-14,14-13,13-16
550 1 16 1-6,6-15,15-14,14-13,13-16
551 1 16 1-6,6-4,4-8,8-11,11-12,12-13,13-16
552 16 4 16-9,9-2,2-4
553 16 4 16-1,1-6,6-4
554 16 4 16-1,1-5,5-4
555 16 4 16-13,13-12,12-11,11-8,8-4
556 16 4 16-13,13-14,14-5,5-4
557 16 4 16-10,10-11,11-8,8-4
558 15 0 15-6,6-7,7-0
559 15 0 15-14,14-5,5-1,1-6,6-7,7-0
560 15 0 15-14,14-5,5-4,4-2,2-3,3-0
561 15 0 15-6,6-4,4-2,2-3,3-0
562 15 0 15-14,14-13,13-16,16-9,9-2,2-3,3-0
563 15 0 15-14,14-13,13-16,16-1,1-6,6-7,7-0
564 13 16 13-16
565 13 16 13-14,14-5,5-1,1-16
566 13 16 13-14,14-5,5-4,4-2,2-9,9-16
567 13 16 13-12,12-11,11-10,10-16
568 13 16 13-14,14-15,15-6,6-1,1-16
569 13 16 13-12,12-11,11-8,8-4,4-2,2-9,9-16
570 1 5 1-5
571 1 5 1-6,6-4,4-5
572 1 5 1-16,16-9,9-2,2-4,4-5
573 1 5 1-6,6-15,15-14,14-5
574 1 5 1-16,16-13,13-14,14-5
575 1 5 1-6,6-7,7-0,0-3,3-2,2-4,4-5
576 0 11 0-3,3-2,2-4,4-8,8-11
577 0 11 0-7,7-6,6-4,4-8,8-11
578 0 11 0-3,3-2,2-9,9-16,16-13,13-12,12-11
579 0 11 0-7,7-6,6-1,1-16,16-10,10-11
580 0 11 0-7,7-6,6-15,15-14,14-13,13-12,12-11
581 0 11 0-3,3-2,2-9,9-16,16-10,10-11
582 3 6 3-2,2-4,4-6
583 3 6 3-2,2-4,4-5,5-1,1-6
584 3 6 3-0,0-7,7-6
585 3 6 3-2,2-9,9-16,16-13,13-14,14-15,15-6
586 3 6 3-2,2-9,9-16,16-1,1-6
587 3 6 3-2,2-4,4-5,5-14,14-15,15-6
588 1 10 1-16,16-10
589 1 10 1-6,6-4,4-8,8-11,11-10
590 1 10 1-5,5-4,4-8,8-11,11-10
591 1 10 1-5,5-14,14-13,13-16,16-10
592 1 10 1-6,6-7,7-0,0-3,3-2,2-9,9-16,16-10
593 1 10 1-16,16-13,13-12,12-11,11-10
594 8 6 8-4,4-6
595 8 6 8-4,4-5,5-1,1-6
596 8 6 8-11,11-12,12-13,13-14,14-5,5-1,1-6
597 8 6 8-4,4-2,2-3,3-0,0-7,7-6
598 8 6 8-11,11-10,10-16,16-1,1-6
599 8 6 8-4,4-5,5-14,14-15,15-6
600 4 1 4-6,6-1
601 4 1 4-5,5-1
602 4 1 4-2,2-9,9-16,16-1
603 4 1 4-8,8-11,11-12,12-13,13-14,14-5,5-1
604 4 1 4-2,2-3,3-0,0-7,7-6,6-1
605 4 1 4-6,6-15,15-14,14-13,13-16,16-1
606 10 9 10-16,16-9
607 10 9 10-11,11-12,12-13,13-16,16-9
608 10 9 10-11,11-8,8-4,4-2,2-9
609 10 9 10-16,16-1,1-6,6-4,4-2,2-9
610 10 9 10-16,16-1,1-5,5-4,4-2,2-9
611 10 9 10-11,11-12,12-13,13-14,14-5,5-1,1-16,16-9
612 9 7 9-16,16-1,1-6,6-7
613 9 7 9-2,2-4,4-6,6-7
614 9 7 9-2,2-3,3-0,0-7
615 9 7 9-16,16-13,13-14,14-15,15-6,6-7
616 9 7 9-2,2-4,4-5,5-1,1-6,6-7
617 9 7 9-16,16-13,13-12,12-11,11-8,8-4,4-6,6-7
618 6 4 6-4
619 6 4 6-1,1-5,5-4
620 6 4 6-1,1-16,16-9,9-2,2-4
621 6 4 6-7,7-0,0-3,3-2,2-4
622 6 4 6-15,15-14,14-5,5-4
623 6 4 6-1,1-16,16-13,13-12,12-11,11-8,8-4
624 5 4 5-4
625 5 4 5-1,1-6,6-4
626 5 4 5-1,1-16,16-9,9-2,2-4
627 5 4 5-14,14-13,13-12,12-11,11-8,8-4
628 5 4 5-14,14-15,15-6,6-4
629 5 4 5-1,1-6,6-7,7-0,0-3,3-2,2-4
630 11 4 11-8,8-4
631 11 4 11-12,12-13,13-14,14-5,5-4
632 11 4 11-12,12-13,13-16,16-9,9-2,2-4
633 11 4 11-10,10-16,16-1,1-6,6-4
634 11 4 11-10,10-16,16-1,1-5,5-4
635 11 4 11-12,12-13,13-14,14-15,15-6,6-4
636 10 4 10-11,11-8,8-4
637 10 4 10-16,16-9,9-2,2-4
638 10 4 10-16,16-1,1-6,6-4
639 10 4 10-11,11-12,12-13,13-14,14-5,5-4
640 10 4 10-16,16-1,1-5,5-4
641 10 4 10-11,11-12,12-13,13-14,14-15,15-6,6-4
642 7 1 7-6,6-1
643 7 1 7-6,6-4,4-5,5-1
644 7 1 7-0,0-3,3-2,2-4,4-6,6-1
645 7 1 7-6,6-15,15-14,14-13,13-16,16-1
646 7 1 7-0,0-3,3-2,2-9,9-16,16-1
647 7 1 7-6,6-15,15-14,14-5,5-1
648 6 11 6-4,4-8,8-11
649 6 11 6-1,1-5,5-4,4-8,8-11
650 6 11 6-1,1-5,5-14,14-13,13-12,12-11
651 6 11 6-4,4-2,2-9,9-16,16-10,10-11
652 6 11 6-15,15-14,14-13,13-12,12-11
653 6 11 6-1,1-16,16-10,10-11
654 12 7 12-13,13-14,14-5,5-1,1-6,6-7
655 12 7 12-13,13-16,16-1,1-6,6-7
656 12 7 12-11,11-8,8-4,4-2,2-3,3-0,0-7
657 12 7 12-11,11-10,10-16,16-9,9-2,2-4,4-6,6-7
658 12 7 12-13,13-14,14-15,15-6,6-7
659 12 7 12-11,11-8,8-4,4-6,6-7
660 11 9 11-12,12-13,13-16,16-9
661 11 9 11-10,10-16,16-9
662 11 9 11-8,8-4,4-2,2-9
663 11 9 11-12,12-13,13-14,14-5,5-4,4-2,2-9
664 11 9 11-8,8-4,4-6,6-1,1-16,16-9
665 11 9 11-10,10-16,16-1,1-5,5-4,4-2,2-9
666 15 10 15-14,14-13,13-12,12-11,11-10
667 15 10 15-6,6-1,1-16,16-10
668 15 10 15-14,14-5,5-4,4-8,8-11,11-10
669 15 10 15-6,6-4,4-2,2-9,9-16,16-10
670 15 10 15-14,14-13,13-16,16-10
671 15 10 15-6,6-4,4-8,8-11,11-10
672 14 6 14-5,5-1,1-6
673 14 6 14-5,5-4,4-6
674 14 6 14-15,15-6
675 14 6 14-13,13-16,16-9,9-2,2-3,3-0,0-7,7-6
676 14 6 14-13,13-12,12-11,11-8,8-4,4-6
677 14 6 14-13,13-16,16-1,1-6
678 13 6 13-14,14-5,5-1,1-6
679 13 6 13-16,16-1,1-6
680 13 6 13-14,14-5,5-4,4-6
681 13 6 13-16,16-9,9-2,2-3,3-0,0-7,7-6
682 13 6 13-12,12-11,11-8,8-4,4-6
683 13 6 13-14,14-15,15-6
684 0 5 0-7,7-6,6-1,1-5
685 0 5 0-3,3-2,2-4,4-5
686 0 5 0-3,3-2,2-4,4-6,6-1,1-5
687 0 5 0-7,7-6,6-15,15-14,14-5
688 0 5 0-3,3-2,2-9,9-16,16-13,13-14,14-5
689 0 5 0-7,7-6,6-4,4-5
690 15 7 15-6,6-7
691 15 7 15-14,14-5,5-1,1-6,6-7
692 15 7 15-14,14-5,5-4,4-2,2-3,3-0,0-7
693 15 7 15-14,14-13,13-16,16-1,1-6,6-7
694 15 7 15-6,6-4,4-2,2-3,3-0,0-7
695 15 7 15-14,14-5,5-4,4-6,6-7
696 1 0 1-6,6-7,7-0
697 1 0 1-6,6-4,4-2,2-3,3-0
698 1 0 1-5,5-4,4-2,2-3,3-0
699 1 0 1-5,5-14,14-15,15-6,6-7,7-0
700 1 0 1-16,16-9,9-2,2-3,3-0
701 1 0 1-5,5-4,4-6,6-7,7-0
702 0 8 0-3,3-2,2-4,4-8
703 0 8 0-7,7-6,6-4,4-8
704 0 8 0-3,3-2,2-9,9-16,16-10,10-11,11-8
705 0 8 0-7,7-6,6-1,1-5,5-4,4-8
706 0 8 0-7,7-6,6-15,15-14,14-5,5-4,4-8
707 0 8 0-3,3-2,2-9,9-16,16-1,1-6,6-4,4-8
708 4 11 4-8,8-11
709 4 11 4-5,5-14,14-13,13-12,12-11
710 4 11 4-2,2-9,9-16,16-13,13-12,12-11
711 4 11 4-6,6-1,1-16,16-10,10-11
712 4 11 4-5,5-1,1-16,16-10,10-11
713 4 11 4-6,6-15,15-14,14-13,13-12,12-11
714 3 5 3-2,2-4,4-5
715 3 5 3-2,2-4,4-6,6-1,1-5
716 3 5 3-0,0-7,7-6,6-1,1-5
717 3 5 3-2,2-9,9-16,16-13,13-14,14-5
718 3 5 3-0,0-7,7-6,6-15,15-14,14-5
719 3 5 3-2,2-9,9-16,16-1,1-5
720 2 7 2-4,4-6,6-7
721 2 7 2-4,4-5,5-1,1-6,6-7
722 2 7 2-3,3-0,0-7
723 2 7 2-9,9-16,16-13,13-14,14-15,15-6,6-7
724 2 7 2-9,9-16,16-1,1-6,6-7
725 2 7 2-4,4-5,5-14,14-15,15-6,6-7
726 9 13 9-16,16-13
727 9 13 9-2,2-4,4-5,5-14,14-13
728 9 13 9-16,16-1,1-5,5-14,14-13
729 9 13 9-16,16-10,10-11,11-12,12-13
730 9 13 9-2,2-3,3-0,0-7,7-6,6-1,1-16,16-13
731 9 13 9-2,2-4,4-6,6-15,15-14,14-13
732 8 3 8-4,4-2,2-3
733 8 3 8-4,4-6,6-7,7-0,0-3
734 8 3 8-11,11-12,12-13,13-16,16-9,9-2,2-3
735 8 3 8-11,11-10,10-16,16-1,1-6,6-7,7-0,0-3
736 8 3 8-4,4-5,5-1,1-16,16-9,9-2,2-3
737 8 3 8-4,4-5,5-14,14-15,15-6,6-7,7-0,0-3
738 5 10 5-4,4-8,8-11,11-10
739 5 10 5-1,1-16,16-10
740 5 10 5-14,14-13,13-12,12-11,11-10
741 5 10 5-4,4-2,2-9,9-16,16-10
742 5 10 5-14,14-13,13-16,16-10
743 5 10 5-1,1-6,6-4,4-8,8-11,11-10
744 4 6 4-6
745 4 6 4-5,5-1,1-6
746 4 6 4-2,2-9,9-16,16-1,1-6
747 4 6 4-2,2-3,3-0,0-7,7-6
748 4 6 4-5,5-14,14-15,15-6
749 4 6 4-8,8-11,11-12,12-13,13-16,16-1,1-6
750 9 2 9-2
751 9 2 9-16,16-1,1-6,6-4,4-2
752 9 2 9-16,16-1,1-5,5-4,4-2
753 9 2 9-16,16-13,13-14,14-5,5-1,1-6,6-7,7-0,0-3,3-2
754 9 2 9-16,16-10,10-11,11-8,8-4,4-2
755 9 2 9-16,16-13,13-14,14-15,15-6,6-4,4-2
756 15 16 15-6,6-1,1-16
757 15 16 15-14,14-5,5-1,1-16
758 15 16 15-14,14-13,13-16
759 15 16 15-6,6-4,4-2,2-9,9-16
760 15 16 15-6,6-7,7-0,0-3,3-2,2-9,9-16
761 15 16 15-14,14-5,5-4,4-6,6-1,1-16
762 6 1 6-1
763 6 1 6-4,4-5,5-1
764 6 1 6-4,4-2,2-9,9-16,16-1
765 6 1 6-15,15-14,14-5,5-1
766 6 1 6-7,7-0,0-3,3-2,2-9,9-16,16-1
767 6 1 6-15,15-14,14-13,13-16,16-1
768 5 7 5-1,1-6,6-7
769 5 7 5-4,4-6,6-7
770 5 7 5-4,4-2,2-3,3-0,0-7
771 5 7 5-14,14-15,15-6,6-7
772 5 7 5-1,1-16,16-9,9-2,2-3,3-0,0-7
773 5 7 5-14,14-13,13-16,16-1,1-6,6-7
774 11 3 11-8,8-4,4-2,2-3
775 11 3 11-12,12-13,13-16,16-9,9-2,2-3
776 11 3 11-8,8-4,4-6,6-7,7-0,0-3
777 11 3 11-10,10-16,16-1,1-5,5-4,4-2,2-3
778 11 3 11-10,10-16,16-1,1-6,6-7,7-0,0-3
779 11 3 11-12,12-13,13-14,14-5,5-4,4-2,2-3
780 14 8 14-5,5-4,4-8
781 14 8 14-5,5-1,1-6,6-4,4-8
782 14 8 14-13,13-12,12-11,11-8
783 14 8 14-15,15-6,6-7,7-0,0-3,3-2,2-4,4-8
784 14 8 14-13,13-16,16-9,9-2,2-4,4-8
785 14 8 14-15,15-6,6-4,4-8
786 7 4 7-6,6-4
787 7 4 7-6,6-1,1-5,5-4
788 7 4 7-0,0-3,3-2,2-4
789 7 4 7-6,6-15,15-14,14-5,5-4
790 7 4 7-6,6-1,1-16,16-13,13-12,12-11,11-8,8-4
791 7 4 7-0,0-3,3-2,2-9,9-16,16-1,1-6,6-4
792 14 12 14-13,13-12
793 14 12 14-5,5-1,1-16,16-13,13-12
794 14 12 14-5,5-4,4-8,8-11,11-12
795 14 12 14-13,13-16,16-10,10-11,11-12
796 14 12 14-15,15-6,6-4,4-8,8-11,11-12
797 14 12 14-5,5-4,4-2,2-9,9-16,16-13,13-12
798 12 4 12-11,11-8,8-4
799 12 4 12-13,13-14,14-5,5-4
800 12 4 12-13,13-16,16-9,9-2,2-4
801 12 4 12-11,11-10,10-16,16-1,1-6,6-4
802 12 4 12-13,13-14,14-15,15-6,6-4
803 12 4 12-13,13-16,16-1,1-5,5-4
804 15 9 15-14,14-5,5-4,4-2,2-9
805 15 9 15-6,6-1,1-16,16-9
806 15 9 15-6,6-4,4-2,2-9
807 15 9 15-14,14-13,13-16,16-9
808 15 9 15-6,6-7,7-0,0-3,3-2,2-9
809 15 9 15-14,14-5,5-1,1-16,16-9
810 14 3 14-5,5-4,4-2,2-3
811 14 3 14-5,5-1,1-6,6-4,4-2,2-3
812 14 3 14-15,15-6,6-7,7-0,0-3
813 14 3 14-13,13-16,16-9,9-2,2-3
814 14 3 14-13,13-16,16-1,1-6,6-7,7-0,0-3
815 14 3 14-15,15-6,6-4,4-2,2-3
816 13 9 13-16,16-9
817 13 9 13-14,14-5,5-4,4-2,2-9
818 13 9 13-14,14-5,5-1,1-16,16-9
819 13 9 13-12,12-11,11-10,10-16,16-9
820 13 9 13-16,16-1,1-6,6-7,7-0,0-3,3-2,2-9
821 13 9 13-14,14-15,15-6,6-4,4-2,2-9
822 0 2 0-3,3-2
823 0 2 0-7,7-6,6-4,4-2
824 0 2 0-7,7-6,6-1,1-5,5-4,4-2
825 0 2 0-7,7-6,6-15,15-14,14-13,13-16,16-9,9-2
826 0 2 0-7,7-6,6-1,1-16,16-9,9-2
827 0 2 0-7,7-6,6-15,15-14,14-5,5-4,4-2
828 3 15 3-2,2-4,4-5,5-14,14-15
829 3 15 3-2,2-4,4-6,6-15
830 3 15 3-0,0-7,7-6,6-15
831 3 15 3-2,2-9,9-16,16-13,13-14,14-15
832 3 15 3-0,0-7,7-6,6-1,1-5,5-14,14-15
833 3 15 3-2,2-9,9-16,16-1,1-6,6-15
834 1 3 1-6,6-4,4-2,2-3
835 1 3 1-5,5-4,4-2,2-3
836 1 3 1-6,6-7,7-0,0-3
837 1 3 1-16,16-9,9-2,2-3
838 1 3 1-5,5-14,14-15,15-6,6-7,7-0,0-3
839 1 3 1-5,5-14,14-13,13-16,16-9,9-2,2-3
840 8 13 8-4,4-5,5-14,14-13
841 8 13 8-4,4-2,2-9,9-16,16-13
842 8 13 8-11,11-12,12-13
843 8 13 8-4,4-6,6-1,1-16,16-13
844 8 13 8-4,4-6,6-15,15-14,14-13
845 8 13 8-4,4-5,5-1,1-16,16-13
846 4 8 4-8
847 4 8 4-5,5-14,14-13,13-12,12-11,11-8
848 4 8 4-2,2-9,9-16,16-13,13-12,12-11,11-8
849 4 8 4-6,6-1,1-16,16-10,10-11,11-8
850 4 8 4-5,5-1,1-16,16-10,10-11,11-8
851 4 8 4-6,6-15,15-14,14-13,13-12,12-11,11-8
852 3 0 3-0
853 3 0 3-2,2-4,4-6,6-7,7-0
854 3 0 3-2,2-4,4-5,5-1,1-6,6-7,7-0
855 3 0 3-2,2-9,9-16,16-13,13-14,14-15,15-6,6-7,7-0
856 3 0 3-2,2-9,9-16,16-1,1-6,6-7,7-0
857 3 0 3-2,2-4,4-5,5-14,14-15,15-6,6-7,7-0
858 2 8 2-4,4-8
859 2 8 2-9,9-16,16-1,1-6,6-4,4-8
860 2 8 2-9,9-16,16-13,13-12,12-11,11-8
861 2 8 2-3,3-0,0-7,7-6,6-15,15-14,14-5,5-4,4-8
862 2 8 2-9,9-16,16-10,10-11,11-8
863 2 8 2-4,4-5,5-14,14-13,13-12,12-11,11-8
864 9 8 9-2,2-4,4-8
865 9 8 9-16,16-1,1-6,6-4,4-8
866 9 8 9-16,16-13,13-12,12-11,11-8
867 9 8 9-16,16-10,10-11,11-8
868 9 8 9-2,2-3,3-0,0-7,7-6,6-15,15-14,14-5,5-4,4-8
869 9 8 9-16,16-1,1-5,5-4,4-8
870 8 0 8-4,4-2,2-3,3-0
871 8 0 8-4,4-6,6-7,7-0
872 8 0 8-11,11-10,10-16,16-1,1-6,6-7,7-0
873 8 0 8-4,4-5,5-14,14-13,13-16,16-9,9-2,2-3,3-0
874 8 0 8-4,4-5,5-1,1-6,6-7,7-0
875 8 0 8-4,4-5,5-14,14-15,15-6,6-7,7-0
876 5 13 5-14,14-13
877 5 13 5-1,1-16,16-13
878 5 13 5-4,4-2,2-9,9-16,16-13
879 5 13 5-4,4-8,8-11,11-12,12-13
880 5 13 5-1,1-6,6-15,15-14,14-13
881 5 13 5-4,4-6,6-1,1-16,16-13
882 10 15 10-11,11-12,12-13,13-14,14-15
883 10 15 10-16,16-1,1-6,6-15
884 10 15 10-11,11-8,8-4,4-5,5-14,14-15
885 10 15 10-16,16-9,9-2,2-4,4-6,6-15
886 10 15 10-16,16-13,13-14,14-15
887 10 15 10-11,11-8,8-4,4-6,6-15
888 6 2 6-4,4-2
889 6 2 6-1,1-5,5-4,4-2
890 6 2 6-1,1-16,16-9,9-2
891 6 2 6-7,7-0,0-3,3-2
892 6 2 6-15,15-14,14-13,13-16,16-9,9-2
893 6 2 6-15,15-14,14-5,5-4,4-2
894 11 14 11-12,12-13,13-14
895 11 14 11-8,8-4,4-5,5-14
896 11 14 11-8,8-4,4-6,6-1,1-5,5-14
897 11 14 11-10,10-16,16-13,13-14
898 11 14 11-12,12-13,13-16,16-1,1-6,6-15,15-14
899 11 14 11-10,10-16,16-9,9-2,2-4,4-5,5-14
900 7 11 7-6,6-4,4-8,8-11
901 7 11 7-6,6-1,1-5,5-4,4-8,8-11
902 7 11 7-0,0-3,3-2,2-9,9-16,16-10,10-11
903 7 11 7-6,6-15,15-14,14-13,13-12,12-11
904 7 11 7-6,6-1,1-16,16-13,13-12,12-11
905 7 11 7-0,0-3,3-2,2-4,4-8,8-11
906 14 9 14-5,5-4,4-2,2-9
907 14 9 14-5,5-1,1-16,16-9
908 14 9 14-13,13-16,16-9
909 14 9 14-15,15-6,6-7,7-0,0-3,3-2,2-9
910 14 9 14-15,15-6,6-1,1-16,16-9
911 14 9 14-5,5-1,1-6,6-4,4-2,2-9
912 12 9 12-13,13-16,16-9
913 12 9 12-11,11-10,10-16,16-9
914 12 9 12-11,11-8,8-4,4-2,2-9
915 12 9 12-13,13-14,14-5,5-4,4-2,2-9
916 12 9 12-13,13-14,14-15,15-6,6-1,1-16,16-9
917 12 9 12-11,11-8,8-4,4-6,6-1,1-16,16-9
918 15 12 15-14,14-13,13-12
919 15 12 15-6,6-1,1-5,5-14,14-13,13-12
920 15 12 15-14,14-5,5-4,4-8,8-11,11-12
921 15 12 15-6,6-4,4-2,2-9,9-16,16-13,13-12
922 15 12 15-6,6-1,1-16,16-10,10-11,11-12
923 15 12 15-6,6-4,4-8,8-11,11-12
924 13 12 13-12
925 13 12 13-16,16-10,10-11,11-12
926 13 12 13-14,14-5,5-4,4-8,8-11,11-12
927 13 12 13-16,16-9,9-2,2-4,4-8,8-11,11-12
928 13 12 13-14,14-15,15-6,6-1,1-16,16-10,10-11,11-12
929 13 12 13-14,14-5,5-1,1-6,6-4,4-8,8-11,11-12
930 0 15 0-7,7-6,6-15
931 0 15 0-7,7-6,6-1,1-5,5-14,14-15
932 0 15 0-3,3-2,2-4,4-5,5-14,14-15
933 0 15 0-3,3-2,2-4,4-6,6-15
934 0 15 0-3,3-2,2-9,9-16,16-13,13-14,14-15
935 0 15 0-7,7-6,6-1,1-16,16-13,13-14,14-15
936 3 10 3-2,2-4,4-8,8-11,11-10
937 3 10 3-2,2-9,9-16,16-10
938 3 10 3-0,0-7,7-6,6-1,1-16,16-10
939 3 10 3-2,2-4,4-5,5-14,14-13,13-12,12-11,11-10
940 3 10 3-0,0-7,7-6,6-4,4-8,8-11,11-10
941 3 10 3-2,2-4,4-5,5-1,1-16,16-10
942 1 14 1-5,5-14
943 1 14 1-6,6-4,4-5,5-14
944 1 14 1-6,6-15,15-14
945 1 14 1-16,16-13,13-14
946 1 14 1-5,5-4,4-8,8-11,11-12,12-13,13-14
947 1 14 1-16,16-9,9-2,2-4,4-6,6-15,15-14
948 8 10 8-11,11-10
949 8 10 8-4,4-2,2-9,9-16,16-10
950 8 10 8-4,4-6,6-1,1-16,16-10
951 8 10 8-4,4-5,5-14,14-13,13-12,12-11,11-10
952 8 10 8-4,4-5,5-1,1-16,16-10
953 8 10 8-4,4-6,6-15,15-14,14-13,13-12,12-11,11-10
954 4 13 4-5,5-14,14-13
955 4 13 4-2,2-9,9-16,16-13
956 4 13 4-6,6-1,1-5,5-14,14-13
957 4 13 4-8,8-11,11-12,12-13
958 4 13 4-6,6-1,1-16,16-13
959 4 13 4-6,6-15,15-14,14-13
960 2 13 2-9,9-16,16-13
961 2 13 2-4,4-5,5-14,14-13
962 2 13 2-4,4-6,6-1,1-5,5-14,14-13
963 2 13 2-3,3-0,0-7,7-6,6-1,1-16,16-13
964 2 13 2-4,4-8,8-11,11-12,12-13
965 2 13 2-4,4-6,6-15,15-14,14-13
966 9 11 9-16,16-13,13-12,12-11
967 9 11 9-16,16-10,10-11
968 9 11 9-2,2-4,4-8,8-11
969 9 11 9-2,2-4,4-5,5-14,14-13,13-12,12-11
970 9 11 9-16,16-1,1-6,6-4,4-8,8-11
971 9 11 9-2,2-4,4-5,5-1,1-16,16-10,10-11
972 5 0 5-1,1-6,6-7,7-0
973 5 0 5-4,4-2,2-3,3-0
974 5 0 5-1,1-6,6-4,4-2,2-3,3-0
975 5 0 5-14,14-15,15-6,6-7,7-0
976 5 0 5-14,14-13,13-16,16-9,9-2,2-3,3-0
977 5 0 5-4,4-6,6-7,7-0
978 3 16 3-2,2-9,9-16
979 3 16 3-2,2-4,4-6,6-1,1-16
980 3 16 3-0,0-7,7-6,6-1,1-16
981 3 16 3-2,2-4,4-5,5-14,14-13,13-16
982 3 16 3-2,2-4,4-8,8-11,11-12,12-13,13-16
983 3 16 3-0,0-7,7-6,6-4,4-5,5-1,1-16
984 10 0 10-11,11-8,8-4,4-2,2-3,3-0
985 10 0 10-16,16-9,9-2,2-3,3-0
986 10 0 10-16,16-1,1-6,6-7,7-0
987 10 0 10-11,11-12,12-13,13-14,14-5,5-1,1-6,6-7,7-0
988 10 0 10-11,11-8,8-4,4-6,6-7,7-0
989 10 0 10-16,16-1,1-5,5-4,4-2,2-3,3-0
990 8 16 8-4,4-2,2-9,9-16
991 8 16 8-4,4-6,6-1,1-16
992 8 16 8-11,11-12,12-13,13-16
993 8 16 8-11,11-10,10-16
994 8 16 8-4,4-5,5-1,1-16
995 8 16 8-4,4-5,5-14,14-13,13-16
996 6 15 6-15
997 6 15 6-1,1-5,5-14,14-15
998 6 15 6-4,4-5,5-14,14-15
999 6 15 6-7,7-0,0-3,3-2,2-9,9-16,16-13,13-14,14-15
1000 6 15 6-4,4-8,8-11,11-12,12-13,13-14,14-15
1001 6 15 6-1,1-16,16-13,13-14,14-15
1002 16 9 16-9
1003 16 9 16-1,1-6,6-4,4-2,2-9
1004 16 9 16-1,1-5,5-4,4-2,2-9
1005 16 9 16-13,13-14,14-5,5-1,1-6,6-7,7-0,0-3,3-2,2-9
1006 16 9 16-10,10-11,11-8,8-4,4-2,2-9
1007 16 9 16-13,13-14,14-15,15-6,6-4,4-2,2-9
1008 12 3 12-13,13-16,16-9,9-2,2-3
1009 12 3 12-11,11-8,8-4,4-2,2-3
1010 12 3 12-13,13-14,14-5,5-1,1-6,6-7,7-0,0-3
1011 12 3 12-11,11-10,10-16,16-9,9-2,2-3
1012 12 3 12-13,13-14,14-15,15-6,6-4,4-2,2-3
1013 12 3 12-13,13-16,16-1,1-6,6-7,7-0,0-3
1014 11 13 11-12,12-13
1015 11 13 11-10,10-16,16-13
1016 11 13 11-8,8-4,4-5,5-14,14-13
1017 11 13 11-8,8-4,4-2,2-9,9-16,16-13
1018 11 13 11-10,10-16,16-1,1-6,6-15,15-14,14-13
1019 11 13 11-8,8-4,4-6,6-1,1-5,5-14,14-13
1020 16 10 16-10
1021 16 10 16-13,13-12,12-11,11-10
1022 16 10 16-9,9-2,2-4,4-8,8-11,11-10
1023 16 10 16-1,1-6,6-4,4-8,8-11,11-10
1024 16 10 16-1,1-5,5-14,14-13,13-12,12-11,11-10
1025 16 10 16-1,1-5,5-4,4-8,8-11,11-10
1026 7 14 7-6,6-1,1-5,5-14
1027 7 14 7-6,6-4,4-5,5-14
1028 7 14 7-0,0-3,3-2,2-4,4-6,6-15,15-14
1029 7 14 7-6,6-1,1-16,16-13,13-14
1030 7 14 7-6,6-15,15-14
1031 7 14 7-0,0-3,3-2,2-9,9-16,16-13,13-14
1032 14 10 14-13,13-12,12-11,11-10
1033 14 10 14-5,5-4,4-8,8-11,11-10
1034 14 10 14-5,5-1,1-16,16-10
1035 14 10 14-13,13-16,16-10
1036 14 10 14-15,15-6,6-1,1-16,16-10
1037 14 10 14-5,5-4,4-2,2-9,9-16,16-10
1038 13 2 13-16,16-9,9-2
1039 13 2 13-14,14-5,5-4,4-2
1040 13 2 13-14,14-5,5-1,1-6,6-4,4-2
1041 13 2 13-16,16-1,1-6,6-7,7-0,0-3,3-2
1042 13 2 13-12,12-11,11-8,8-4,4-2
1043 13 2 13-14,14-15,15-6,6-4,4-2
1044 12 14 12-13,13-14
1045 12 14 12-13,13-16,16-1,1-5,5-14
1046 12 14 12-11,11-8,8-4,4-5,5-14
1047 12 14 12-11,11-10,10-16,16-13,13-14
1048 12 14 12-11,11-8,8-4,4-6,6-15,15-14
1049 12 14 12-13,13-16,16-9,9-2,2-4,4-5,5-14
1050 15 3 15-14,14-5,5-4,4-2,2-3
1051 15 3 15-6,6-4,4-2,2-3
1052 15 3 15-6,6-7,7-0,0-3
1053 15 3 15-14,14-13,13-16,16-9,9-2,2-3
1054 15 3 15-14,14-5,5-1,1-6,6-7,7-0,0-3
1055 15 3 15-6,6-1,1-16,16-9,9-2,2-3
1056 13 15 13-14,14-15
1057 13 15 13-14,14-5,5-1,1-6,6-15
1058 13 15 13-16,16-1,1-6,6-15
1059 13 15 13-16,16-9,9-2,2-4,4-5,5-14,14-15
1060 13 15 13-16,16-9,9-2,2-3,3-0,0-7,7-6,6-15
1061 13 15 13-14,14-5,5-4,4-6,6-15
1062 1 4 1-6,6-4
1063 1 4 1-5,5-4
1064 1 4 1-16,16-9,9-2,2-4
1065 1 4 1-5,5-14,14-13,13-12,12-11,11-8,8-4
