tunnel_num s t prio weight
shutdown 0 1 l
shutdown 0 2 l
shutdown 0 3 l
shutdown 0 4 l
shutdown 0 5 l
shutdown 0 6 l
shutdown 0 7 l
shutdown 0 8 l
shutdown 0 9 l
shutdown 0 10 l
shutdown 0 11 l
shutdown 0 12 l
shutdown 0 13 l
shutdown 0 14 l
shutdown 0 15 l
shutdown 0 16 l
shutdown 1 0 l
shutdown 1 2 l
shutdown 1 3 l
shutdown 1 4 l
shutdown 1 5 l
shutdown 1 6 l
shutdown 1 7 l
shutdown 1 8 l
shutdown 1 9 l
shutdown 1 10 l
shutdown 1 11 l
shutdown 1 12 l
shutdown 1 13 l
shutdown 1 14 l
shutdown 1 15 l
shutdown 1 16 l
shutdown 2 0 l
shutdown 2 1 l
shutdown 2 3 l
shutdown 2 4 l
shutdown 2 5 l
shutdown 2 6 l
shutdown 2 7 l
shutdown 2 8 l
shutdown 2 9 l
shutdown 2 10 l
shutdown 2 11 l
shutdown 2 12 l
shutdown 2 13 l
shutdown 2 14 l
shutdown 2 15 l
shutdown 2 16 l
shutdown 3 0 l
shutdown 3 1 l
shutdown 3 2 l
shutdown 3 4 l
shutdown 3 5 l
shutdown 3 6 l
shutdown 3 7 l
shutdown 3 8 l
shutdown 3 9 l
shutdown 3 10 l
shutdown 3 11 l
shutdown 3 12 l
shutdown 3 13 l
shutdown 3 14 l
shutdown 3 15 l
shutdown 3 16 l
shutdown 4 0 l
shutdown 4 1 l
shutdown 4 2 l
shutdown 4 3 l
shutdown 4 5 l
shutdown 4 6 l
shutdown 4 7 l
shutdown 4 8 l
shutdown 4 9 l
shutdown 4 10 l
shutdown 4 11 l
shutdown 4 12 l
shutdown 4 13 l
shutdown 4 14 l
shutdown 4 15 l
shutdown 4 16 l
shutdown 5 0 l
shutdown 5 1 l
shutdown 5 2 l
shutdown 5 3 l
shutdown 5 4 l
shutdown 5 6 l
shutdown 5 7 l
shutdown 5 8 l
shutdown 5 9 l
shutdown 5 10 l
shutdown 5 11 l
shutdown 5 12 l
shutdown 5 13 l
shutdown 5 14 l
shutdown 5 15 l
shutdown 5 16 l
shutdown 6 0 l
shutdown 6 1 l
shutdown 6 2 l
shutdown 6 3 l
shutdown 6 4 l
shutdown 6 5 l
shutdown 6 7 l
shutdown 6 8 l
shutdown 6 9 l
shutdown 6 10 l
shutdown 6 11 l
shutdown 6 12 l
shutdown 6 13 l
shutdown 6 14 l
shutdown 6 15 l
shutdown 6 16 l
shutdown 7 0 l
shutdown 7 1 l
shutdown 7 2 l
shutdown 7 3 l
shutdown 7 4 l
shutdown 7 5 l
shutdown 7 6 l
shutdown 7 8 l
shutdown 7 9 l
shutdown 7 10 l
shutdown 7 11 l
shutdown 7 12 l
shutdown 7 13 l
shutdown 7 14 l
shutdown 7 15 l
shutdown 7 16 l
shutdown 8 0 l
shutdown 8 1 l
shutdown 8 2 l
shutdown 8 3 l
shutdown 8 4 l
shutdown 8 5 l
shutdown 8 6 l
shutdown 8 7 l
shutdown 8 9 l
shutdown 8 10 l
shutdown 8 11 l
shutdown 8 12 l
shutdown 8 13 l
shutdown 8 14 l
shutdown 8 15 l
shutdown 8 16 l
shutdown 9 0 l
shutdown 9 1 l
shutdown 9 2 l
shutdown 9 3 l
shutdown 9 4 l
shutdown 9 5 l
shutdown 9 6 l
shutdown 9 7 l
shutdown 9 8 l
shutdown 9 10 l
shutdown 9 11 l
shutdown 9 12 l
shutdown 9 13 l
shutdown 9 14 l
shutdown 9 15 l
shutdown 9 16 l
shutdown 10 0 l
shutdown 10 1 l
shutdown 10 2 l
shutdown 10 3 l
shutdown 10 4 l
shutdown 10 5 l
shutdown 10 6 l
shutdown 10 7 l
shutdown 10 8 l
shutdown 10 9 l
shutdown 10 11 l
shutdown 10 12 l
shutdown 10 13 l
shutdown 10 14 l
shutdown 10 15 l
shutdown 10 16 l
shutdown 11 0 l
shutdown 11 1 l
shutdown 11 2 l
shutdown 11 3 l
shutdown 11 4 l
shutdown 11 5 l
shutdown 11 6 l
shutdown 11 7 l
shutdown 11 8 l
shutdown 11 9 l
shutdown 11 10 l
shutdown 11 12 l
shutdown 11 13 l
shutdown 11 14 l
shutdown 11 15 l
shutdown 11 16 l
shutdown 12 0 l
shutdown 12 1 l
shutdown 12 2 l
shutdown 12 3 l
shutdown 12 4 l
shutdown 12 5 l
shutdown 12 6 l
shutdown 12 7 l
shutdown 12 8 l
shutdown 12 9 l
shutdown 12 10 l
shutdown 12 11 l
shutdown 12 13 l
shutdown 12 14 l
shutdown 12 15 l
shutdown 12 16 l
shutdown 13 0 l
shutdown 13 1 l
shutdown 13 2 l
shutdown 13 3 l
shutdown 13 4 l
shutdown 13 5 l
shutdown 13 6 l
shutdown 13 7 l
shutdown 13 8 l
shutdown 13 9 l
shutdown 13 10 l
shutdown 13 11 l
shutdown 13 12 l
shutdown 13 14 l
shutdown 13 15 l
shutdown 13 16 l
shutdown 14 0 l
shutdown 14 1 l
shutdown 14 2 l
shutdown 14 3 l
shutdown 14 4 l
shutdown 14 5 l
shutdown 14 6 l
shutdown 14 7 l
shutdown 14 8 l
shutdown 14 9 l
shutdown 14 10 l
shutdown 14 11 l
shutdown 14 12 l
shutdown 14 13 l
shutdown 14 15 l
shutdown 14 16 l
shutdown 15 0 l
shutdown 15 1 l
shutdown 15 2 l
shutdown 15 3 l
shutdown 15 4 l
shutdown 15 5 l
shutdown 15 6 l
shutdown 15 7 l
shutdown 15 8 l
shutdown 15 9 l
shutdown 15 10 l
shutdown 15 11 l
shutdown 15 12 l
shutdown 15 13 l
shutdown 15 14 l
shutdown 15 16 l
shutdown 16 0 l
shutdown 16 1 l
shutdown 16 2 l
shutdown 16 3 l
shutdown 16 4 l
shutdown 16 5 l
shutdown 16 6 l
shutdown 16 7 l
shutdown 16 8 l
shutdown 16 9 l
shutdown 16 10 l
shutdown 16 11 l
shutdown 16 12 l
shutdown 16 13 l
shutdown 16 14 l
shutdown 16 15 l
